390,  -3.38465
391,  -3.30078
392,  -3.21784
393,  -3.13602
394,  -3.05552
395,  -2.97655
396,  -2.89929
397,  -2.82394
398,  -2.75071
399,  -2.67980
400,  -2.61139
401,  -2.54561
402,  -2.48225
403,  -2.42101
404,  -2.36160
405,  -2.30372
406,  -2.24721
407,  -2.19232
408,  -2.13946
409,  -2.08899
410,  -2.04131
411,  -1.99668
412,  -1.95484
413,  -1.91545
414,  -1.87812
415,  -1.84252
416,  -1.80837
417,  -1.77576
418,  -1.74486
419,  -1.71584
420,  -1.68886
421,  -1.66397
422,  -1.64078
423,  -1.61880
424,  -1.59755
425,  -1.57653
426,  -1.55536
427,  -1.53405
428,  -1.51273
429,  -1.49151
430,  -1.47049
431,  -1.44976
432,  -1.42938
433,  -1.40936
434,  -1.38975
435,  -1.37058
436,  -1.35193
437,  -1.33396
438,  -1.31687
439,  -1.30087
440,  -1.28615
441,  -1.27281
442,  -1.26062
443,  -1.24925
444,  -1.23837
445,  -1.22766
446,  -1.21686
447,  -1.20606
448,  -1.19537
449,  -1.18495
450,  -1.17493
451,  -1.16537
452,  -1.15603
453,  -1.14656
454,  -1.13665
455,  -1.12594
456,  -1.11417
457,  -1.10124
458,  -1.08711
459,  -1.07174
460,  -1.05509
461,  -1.03720
462,  -1.01836
463,  -0.99896
464,  -0.97937
465,  -0.95998
466,  -0.94110
467,  -0.92282
468,  -0.90520
469,  -0.88827
470,  -0.87207
471,  -0.85662
472,  -0.84182
473,  -0.82755
474,  -0.81369
475,  -0.80011
476,  -0.78671
477,  -0.77346
478,  -0.76036
479,  -0.74739
480,  -0.73454
481,  -0.72181
482,  -0.70923
483,  -0.69684
484,  -0.68466
485,  -0.67275
486,  -0.66107
487,  -0.64942
488,  -0.63753
489,  -0.62514
490,  -0.61198
491,  -0.59786
492,  -0.58287
493,  -0.56717
494,  -0.55093
495,  -0.53429
496,  -0.51742
497,  -0.50034
498,  -0.48307
499,  -0.46565
500,  -0.44809
501,  -0.43042
502,  -0.41269
503,  -0.39495
504,  -0.37728
505,  -0.35971
506,  -0.34232
507,  -0.32514
508,  -0.30822
509,  -0.29159
510,  -0.27530
511,  -0.25939
512,  -0.24386
513,  -0.22873
514,  -0.21402
515,  -0.19974
516,  -0.18591
517,  -0.17263
518,  -0.16000
519,  -0.14814
520,  -0.13716
521,  -0.12711
522,  -0.11791
523,  -0.10941
524,  -0.10148
525,  -0.09398
526,  -0.08679
527,  -0.07994
528,  -0.07345
529,  -0.06736
530,  -0.06171
531,  -0.05651
532,  -0.05166
533,  -0.04706
534,  -0.04259
535,  -0.03814
536,  -0.03362
537,  -0.02912
538,  -0.02476
539,  -0.02066
540,  -0.01696
541,  -0.01374
542,  -0.01102
543,  -0.00881
544,  -0.00708
545,  -0.00583
546,  -0.00503
547,  -0.00455
548,  -0.00423
549,  -0.00393
550,  -0.00348
551,  -0.00279
552,  -0.00195
553,  -0.00111
554,  -0.00043
555,  -0.00004
556,  -0.00006
557,  -0.00042
558,  -0.00102
559,  -0.00176
560,  -0.00253
561,  -0.00325
562,  -0.00397
563,  -0.00476
564,  -0.00568
565,  -0.00679
566,  -0.00816
567,  -0.00978
568,  -0.01163
569,  -0.01370
570,  -0.01599
571,  -0.01848
572,  -0.02125
573,  -0.02434
574,  -0.02784
575,  -0.03180
576,  -0.03625
577,  -0.04105
578,  -0.04601
579,  -0.05095
580,  -0.05567
581,  -0.06004
582,  -0.06416
583,  -0.06819
584,  -0.07228
585,  -0.07659
586,  -0.08125
587,  -0.08628
588,  -0.09165
589,  -0.09734
590,  -0.10333
591,  -0.10961
592,  -0.11615
593,  -0.12295
594,  -0.13002
595,  -0.13733
596,  -0.14490
597,  -0.15269
598,  -0.16070
