390,  0.639125,  0.360875,  0.866905
391,  0.638158,  0.361842,  0.859291
392,  0.637044,  0.362956,  0.853317
393,  0.635802,  0.364198,  0.848985
394,  0.634451,  0.365549,  0.846309
395,  0.633010,  0.366990,  0.845312
396,  0.631500,  0.368500,  0.846025
397,  0.629940,  0.370060,  0.848491
398,  0.628351,  0.371649,  0.852764
399,  0.626751,  0.373249,  0.858912
400,  0.625163,  0.374837,  0.867016
401,  0.623603,  0.376397,  0.877036
402,  0.622081,  0.377919,  0.888391
403,  0.620604,  0.379396,  0.900339
404,  0.619179,  0.380821,  0.912095
405,  0.617813,  0.382187,  0.922837
406,  0.616490,  0.383510,  0.931932
407,  0.615101,  0.384899,  0.939646
408,  0.613516,  0.386484,  0.946489
409,  0.611601,  0.388399,  0.952986
410,  0.609222,  0.390778,  0.959677
411,  0.606291,  0.393709,  0.966935
412,  0.602907,  0.397093,  0.974459
413,  0.599219,  0.400781,  0.981769
414,  0.595376,  0.404624,  0.988377
415,  0.591529,  0.408471,  0.993795
416,  0.587790,  0.412210,  0.997602
417,  0.584104,  0.415896,  0.999649
418,  0.580374,  0.419626,  0.999858
419,  0.576499,  0.423501,  0.998152
420,  0.572382,  0.427618,  0.994461
421,  0.567959,  0.432041,  0.988788
422,  0.563317,  0.436683,  0.981412
423,  0.558583,  0.441417,  0.972690
424,  0.553883,  0.446117,  0.962981
425,  0.549345,  0.450655,  0.952645
426,  0.545062,  0.454938,  0.941908
427,  0.540978,  0.459022,  0.930474
428,  0.536997,  0.463003,  0.917930
429,  0.533025,  0.466975,  0.903885
430,  0.528967,  0.471033,  0.887976
431,  0.524761,  0.475239,  0.870082
432,  0.520492,  0.479508,  0.850923
433,  0.516278,  0.483722,  0.831377
434,  0.512240,  0.487760,  0.812255
435,  0.508497,  0.491503,  0.794304
436,  0.505136,  0.494864,  0.777976
437,  0.502105,  0.497895,  0.762770
438,  0.499320,  0.500680,  0.747999
439,  0.496698,  0.503302,  0.733022
440,  0.494152,  0.505848,  0.717245
441,  0.491619,  0.508381,  0.700287
442,  0.489114,  0.510886,  0.682415
443,  0.486671,  0.513329,  0.664033
444,  0.484326,  0.515674,  0.645510
445,  0.482114,  0.517886,  0.627182
446,  0.480066,  0.519934,  0.609236
447,  0.478198,  0.521802,  0.591397
448,  0.476523,  0.523477,  0.573313
449,  0.475052,  0.524948,  0.554679
450,  0.473799,  0.526201,  0.535238
451,  0.472764,  0.527236,  0.514880
452,  0.471901,  0.528099,  0.493895
453,  0.471151,  0.528849,  0.472640
454,  0.470458,  0.529542,  0.451427
455,  0.469763,  0.530237,  0.430529
456,  0.469027,  0.530973,  0.410146
457,  0.468290,  0.531710,  0.390332
458,  0.467609,  0.532391,  0.371104
459,  0.467042,  0.532958,  0.352476
460,  0.466648,  0.533352,  0.334460
461,  0.466469,  0.533531,  0.317047
462,  0.466486,  0.533514,  0.300169
463,  0.466667,  0.533333,  0.283758
464,  0.466978,  0.533022,  0.267759
465,  0.467386,  0.532614,  0.252134
466,  0.467865,  0.532135,  0.236868
467,  0.468418,  0.531582,  0.222006
468,  0.469055,  0.530945,  0.207597
469,  0.469786,  0.530214,  0.193682
470,  0.470621,  0.529379,  0.180296
471,  0.471567,  0.528433,  0.167467
472,  0.472614,  0.527386,  0.155216
473,  0.473748,  0.526252,  0.143558
474,  0.474956,  0.525044,  0.132502
475,  0.476223,  0.523777,  0.122050
476,  0.477537,  0.522463,  0.112209
477,  0.478888,  0.521112,  0.103006
478,  0.480264,  0.519736,  0.094457
